#====================================================================
#
#var gq = {};
#load manzil1,7.js + manzil2,3,4.js + manzil5,6.js
#word for word translation:
#var str = ''; for (var ct = 0; ct < 4; ct++) { gq[['MANZIL1','MANZIL234','MANZIL56','MANZIL7'][ct]].slice(1).forEach(function (it) { str += it.replace(/⚓/gm, '\t').replace(/★/gm, '\r\n').replace(/.*\t(.*)\t.*\r\n/gm, '$1|').slice(0, -1) + '\r\n'; }); } console.log(str);
#load suras from tanzil.net quran-data.js QuranData.Sura
#morphological data:
#var s = 1, a = 0, w, str = ''; for (var ct = 0; ct < 4; ct++) { gq[['MANZIL1','MANZIL234','MANZIL56','MANZIL7'][ct]].slice(1).forEach(function (it) { w = 1; if (a >= suras[s][1]) { s++; a = 1; } else { a++; } str += it.replace(/⚓/gm, '\t').replace(/★/gm, '\r\n').replace(/(.*\t).*\t(.*?)\|(.*\r\n)/gm, function (m, c1, c2, c3) { return '(' + s + ':' + a + ':' + w++ + ')\t' + c1 + c2 + '\t' + c3; }); }); } console.log(str);
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(41:37:7)	laA	 PRO	LEM:laA
(41:37:8)	tasojuduwA@	 V	IMPF|LEM:sajada|ROOT:sjd|2MP|MOOD:JUS
(41:37:9)	lil$~amosi	 N	LEM:$amos|ROOT:$ms|F|GEN
(41:37:10)	walaA	 NEG	LEM:laA
(41:37:11)	liloqamari	 N	LEM:qamar|ROOT:qmr|M|GEN
(41:37:12)	wa{sojuduwA@	 V	IMPV|LEM:sajada|ROOT:sjd|2MP
(41:37:13)	lil~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(41:37:14)	{l~a*iY	 REL	LEM:{l~a*iY|MS
(41:37:15)	xalaqahun~a	 V	PERF|LEM:xalaqa|ROOT:xlq|3MS
(41:37:16)	<in	 COND	LEM:<in
(41:37:17)	kuntumo	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(41:37:18)	<iy~aAhu	 PRON	LEM:<iy~aA|3MS
(41:37:19)	taEobuduwna	 V	IMPF|LEM:Eabada|ROOT:Ebd|2MP
(41:38:1)	fa<ini	COND	LEM:<in
(41:38:2)	{sotakobaruwA@	 V	PERF|(X)|LEM:{sotakobara|ROOT:kbr|3MP
(41:38:3)	fa{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:38:4)	Einda	 LOC	LEM:Eind|ROOT:End|ACC
(41:38:5)	rab~ika	 N	LEM:rab~|ROOT:rbb|M|GEN
(41:38:6)	yusab~iHuwna	 V	IMPF|(II)|LEM:sab~aHa|ROOT:sbH|3MP
(41:38:7)	lahu,	 PRON	3MS
(41:38:8)	bi{l~ayoli	 N	LEM:layol|ROOT:lyl|M|GEN
(41:38:9)	wa{ln~ahaAri	 N	LEM:nahaAr|ROOT:nhr|M|GEN
(41:38:10)	wahumo	 PRON	3MP
(41:38:11)	laA	 NEG	LEM:laA
(41:38:12)	yaso_#amuwna	 V	IMPF|LEM:yaso_#amu|ROOT:sAm|3MP
(41:39:1)	wamino	P	LEM:min
(41:39:2)	'aAya`tihi.^	 N	LEM:'aAyap|ROOT:Ayy|FP|GEN
(41:39:3)	>an~aka	 ACC	LEM:>an~|SP:<in~
(41:39:4)	taraY	 V	IMPF|LEM:ra'aA|ROOT:rAy|3FS
(41:39:5)	{lo>aroDa	 N	LEM:>aroD|ROOT:ArD|F|ACC
(41:39:6)	xa`$iEapF	 N	ACT|PCPL|LEM:xaA$iE|ROOT:x$E|FS|INDEF|ACC
(41:39:7)	fa<i*aA^	 T	LEM:<i*aA
(41:39:8)	>anzalonaA	 V	PERF|(IV)|LEM:>anzala|ROOT:nzl|1P
(41:39:9)	EalayohaA	 P	LEM:EalaY`
(41:39:10)	{lomaA^'a	 N	LEM:maA^'|ROOT:mwh|M|ACC
(41:39:11)	{hotaz~ato	 V	PERF|(VIII)|LEM:{hotaz~ato|ROOT:hzz|3FS
(41:39:12)	warabato	 V	PERF|LEM:rabato|ROOT:rbw|3FS
(41:39:13)	<in~a	 ACC	LEM:<in~|SP:<in~
(41:39:14)	{l~a*iY^	 REL	LEM:{l~a*iY|MS
(41:39:15)	>aHoyaAhaA	 V	PERF|(IV)|LEM:>aHoyaA|ROOT:Hyy|3MS
(41:39:16)	lamuHoYi	 N	ACT|PCPL|(IV)|LEM:muHoY|ROOT:Hyy|M|GEN
(41:39:17)	{lomawotaY`^	 ADJ	LEM:m~ay~it|ROOT:mwt|P|NOM
(41:39:18)	<in~ahu,	 ACC	LEM:<in~|SP:<in~
(41:39:19)	EalaY`	 P	LEM:EalaY`
(41:39:20)	kul~i	 N	LEM:kul~|ROOT:kll|M|GEN
(41:39:21)	$aYo'K	 N	LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
(41:39:22)	qadiyrN	 N	LEM:qadiyr|ROOT:qdr|M|INDEF|NOM
(41:40:1)	<in~a	ACC	LEM:<in~|SP:<in~
(41:40:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:40:3)	yuloHiduwna	 V	IMPF|(IV)|LEM:yuloHidu|ROOT:lHd|3MP
(41:40:4)	fiY^	 P	LEM:fiY
(41:40:5)	'aAya`tinaA	 N	LEM:'aAyap|ROOT:Ayy|FP|GEN
(41:40:6)	laA	 NEG	LEM:laA
(41:40:7)	yaxofawona	 V	IMPF|LEM:yaxofaY`|ROOT:xfy|3MP
(41:40:8)	EalayonaA^	 P	LEM:EalaY`
(41:40:9)	>afaman	 REL	LEM:man
(41:40:10)	yuloqaY`	 V	IMPF|PASS|(IV)|LEM:>aloqaY`^|ROOT:lqy|3MS
(41:40:11)	fiY	 P	LEM:fiY
(41:40:12)	{ln~aAri	 N	LEM:naAr|ROOT:nwr|F|GEN
(41:40:13)	xayorN	 ADJ	LEM:xayor|ROOT:xyr|MS|INDEF|NOM
(41:40:14)	>am	 CONJ	LEM:>am
(41:40:15)	m~an	 REL	LEM:man
(41:40:16)	ya>otiY^	 V	IMPF|LEM:>ataY|ROOT:Aty|3MS
(41:40:17)	'aAminFA	 N	ACT|PCPL|LEM:'aAmin|ROOT:Amn|M|INDEF|ACC
(41:40:18)	yawoma	 N	LEM:yawom|ROOT:ywm|M|ACC
(41:40:19)	{loqiya`mapi	 N	LEM:qiya`map|ROOT:qwm|F|GEN
(41:40:20)	{EomaluwA@	 V	IMPV|LEM:Eamila|ROOT:Eml|2MP
(41:40:21)	maA	 REL	LEM:maA
(41:40:22)	$i}otumo	 V	PERF|LEM:$aA^'a|ROOT:$yA|2MP
(41:40:23)	<in~ahu,	 ACC	LEM:<in~|SP:<in~
(41:40:24)	bimaA	 REL	LEM:maA
(41:40:25)	taEomaluwna	 V	IMPF|LEM:Eamila|ROOT:Eml|2MP
(41:40:26)	baSiyrN	 N	LEM:baSiyr|ROOT:bSr|MS|INDEF|NOM
(41:41:1)	<in~a	ACC	LEM:<in~|SP:<in~
(41:41:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:41:3)	kafaruwA@	 V	PERF|LEM:kafara|ROOT:kfr|3MP
(41:41:4)	bi{l*~ikori	 N	VN|LEM:*ikor|ROOT:*kr|M|GEN
(41:41:5)	lam~aA	 T	LEM:lam~aA
(41:41:6)	jaA^'ahumo	 V	PERF|LEM:jaA^'a|ROOT:jyA|3MS
(41:41:7)	wa<in~ahu,	 ACC	LEM:<in~|SP:<in~
(41:41:8)	lakita`bN	 N	LEM:kita`b|ROOT:ktb|M|INDEF|NOM
(41:41:9)	EaziyzN	 ADJ	LEM:Eaziyz|ROOT:Ezz|MS|INDEF|NOM
(41:42:1)	l~aA	NEG	LEM:laA
(41:42:2)	ya>otiyhi	 V	IMPF|LEM:>ataY|ROOT:Aty|3MS
(41:42:3)	{loba`Tilu	 N	ACT|PCPL|LEM:ba`Til|ROOT:bTl|M|NOM
(41:42:4)	min[	 P	LEM:min
(41:42:5)	bayoni	 N	LEM:bayon|ROOT:byn|GEN
(41:42:6)	yadayohi	 N	LEM:yad|ROOT:ydy|FD|NOM
(41:42:7)	walaA	 NEG	LEM:laA
(41:42:8)	mino	 P	LEM:min
(41:42:9)	xalofihi.	 N	LEM:xalof|ROOT:xlf|M|GEN
(41:42:10)	tanziylN	 N	VN|(II)|LEM:tanziyl|ROOT:nzl|M|INDEF|NOM
(41:42:11)	m~ino	 P	LEM:min
(41:42:12)	HakiymK	 N	LEM:Hakiym|ROOT:Hkm|MS|INDEF|GEN
(41:42:13)	HamiydK	 ADJ	LEM:Hamiyd|ROOT:Hmd|MS|INDEF|GEN
(41:43:1)	m~aA	NEG	LEM:maA
(41:43:2)	yuqaAlu	 V	IMPF|PASS|LEM:qaAla|ROOT:qwl|3MS
(41:43:3)	laka	 PRON	2MS
(41:43:4)	<il~aA	 RES	LEM:<il~aA
(41:43:5)	maA	 REL	LEM:maA
(41:43:6)	qado	 CERT	LEM:qad
(41:43:7)	qiyla	 V	PERF|PASS|LEM:qaAla|ROOT:qwl|3MS
(41:43:8)	lilr~usuli	 N	LEM:rasuwl|ROOT:rsl|MP|GEN
(41:43:9)	min	 P	LEM:min
(41:43:10)	qabolika	 N	LEM:qabol|ROOT:qbl|GEN
(41:43:11)	<in~a	 ACC	LEM:<in~|SP:<in~
(41:43:12)	rab~aka	 N	LEM:rab~|ROOT:rbb|M|ACC
(41:43:13)	la*uw	 N	LEM:*uw|MS|NOM
(41:43:14)	magofirapK	 N	LEM:m~agofirap|ROOT:gfr|F|INDEF|GEN
(41:43:15)	wa*uw	 N	LEM:*uw|MS|NOM
(41:43:16)	EiqaAbK	 N	LEM:EiqaAb|ROOT:Eqb|M|INDEF|GEN
(41:43:17)	>aliymK	 ADJ	LEM:>aliym|ROOT:Alm|MS|INDEF|GEN
(41:44:1)	walawo	COND	LEM:law
(41:44:2)	jaEalona`hu	 V	PERF|LEM:jaEala|ROOT:jEl|1P
(41:44:3)	quro'aAnFA	 PN	LEM:quro'aAn|ROOT:qrA|M|INDEF|ACC
(41:44:4)	>aEojamiy~FA	 ADJ	LEM:>aEojamiY~|ROOT:Ejm|MS|INDEF|ACC
(41:44:5)	l~aqaAluwA@	 V	PERF|LEM:qaAla|ROOT:qwl|3MP
(41:44:6)	lawolaA	 EXH	LEM:lawolaA^
(41:44:7)	fuS~ilato	 V	PERF|PASS|(II)|LEM:faS~ala|ROOT:fSl|3FS
(41:44:8)	'aAya`tuhu,^	 N	LEM:'aAyap|ROOT:Ayy|FP|NOM
(41:44:9)	'aA%EojamiY~N	 N	LEM:>aEojamiY~|ROOT:Ejm|MS|INDEF|NOM
(41:44:10)	waEarabiY~N	 N	LEM:Earabiy~|ROOT:Erb|MS|INDEF|NOM
(41:44:11)	qulo	 V	IMPV|LEM:qaAla|ROOT:qwl|2MS
(41:44:12)	huwa	 PRON	3MS
(41:44:13)	lil~a*iyna	 REL	LEM:{l~a*iY|MP
(41:44:14)	'aAmanuwA@	 V	PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(41:44:15)	hudFY	 N	LEM:hudFY|ROOT:hdy|M|INDEF|GEN
(41:44:16)	wa$ifaA^'N	 N	LEM:$ifaA^'|ROOT:$fy|M|INDEF|NOM
(41:44:17)	wa{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:44:18)	laA	 NEG	LEM:laA
(41:44:19)	yu&ominuwna	 V	IMPF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(41:44:20)	fiY^	 P	LEM:fiY
(41:44:21)	'aA*aAnihimo	 N	LEM:>u*unN|ROOT:A*n|FP|GEN
(41:44:22)	waqorN	 N	LEM:waqor|ROOT:wqr|M|INDEF|NOM
(41:44:23)	wahuwa	 PRON	3MS
(41:44:24)	Ealayohimo	 P	LEM:EalaY`
(41:44:25)	EamFY	 N	LEM:EamFY|ROOT:Emy|M|INDEF|GEN
(41:44:26)	>uw@la`^}ika	 DEM	LEM:>uwla`^}ik|P
(41:44:27)	yunaAdawona	 V	IMPF|PASS|(III)|LEM:naAdaY`|ROOT:ndw|3MP
(41:44:28)	min	 P	LEM:min
(41:44:29)	m~akaAnK]	 N	LEM:m~akaAn|ROOT:kwn|M|INDEF|GEN
(41:44:30)	baEiydK	 ADJ	LEM:baEiyd|ROOT:bEd|MS|INDEF|GEN
(41:45:1)	walaqado	CERT	LEM:qad
(41:45:2)	'aAtayonaA	 V	PERF|(IV)|LEM:A^taY|ROOT:Aty|1P
(41:45:3)	muwsaY	 PN	LEM:muwsaY`|M|NOM
(41:45:4)	{lokita`ba	 N	LEM:kita`b|ROOT:ktb|M|ACC
(41:45:5)	fa{xotulifa	 V	PERF|PASS|(VIII)|LEM:{xotalafa|ROOT:xlf|3MS
(41:45:6)	fiyhi	 P	LEM:fiY
(41:45:7)	walawolaA	 COND	LEM:lawolaA^
(41:45:8)	kalimapN	 N	LEM:kalimap|ROOT:klm|F|INDEF|NOM
(41:45:9)	sabaqato	 V	PERF|LEM:sabaqa|ROOT:sbq|3FS
(41:45:10)	min	 P	LEM:min
(41:45:11)	r~ab~ika	 N	LEM:rab~|ROOT:rbb|M|GEN
(41:45:12)	laquDiYa	 V	PERF|PASS|LEM:qaDaY`^|ROOT:qDy|3MS
(41:45:13)	bayonahumo	 LOC	LEM:bayon|ROOT:byn|ACC
(41:45:14)	wa<in~ahumo	 ACC	LEM:<in~|SP:<in~
(41:45:15)	lafiY	 P	LEM:fiY
(41:45:16)	$ak~K	 N	LEM:$ak~|ROOT:$kk|M|INDEF|GEN
(41:45:17)	m~inohu	 P	LEM:min
(41:45:18)	muriybK	 N	ACT|PCPL|(IV)|LEM:muriyb|ROOT:ryb|M|INDEF|GEN
(41:46:1)	m~ano	REL	LEM:man
(41:46:2)	Eamila	 V	PERF|LEM:Eamila|ROOT:Eml|3MS
(41:46:3)	Sa`liHFA	 N	ACT|PCPL|LEM:Sa`liH|ROOT:SlH|M|INDEF|ACC
(41:46:4)	falinafosihi.	 N	LEM:nafos|ROOT:nfs|FS|GEN
(41:46:5)	wamano	 REL	LEM:man
(41:46:6)	>asaA^'a	 V	PERF|(IV)|LEM:>asaA^'a|ROOT:swA|3MS
(41:46:7)	faEalayohaA	 P	LEM:EalaY`
(41:46:8)	wamaA	 NEG	LEM:maA
(41:46:9)	rab~uka	 N	LEM:rab~|ROOT:rbb|M|NOM
(41:46:10)	biZal~a`mK	 N	LEM:Zal~a`m|ROOT:Zlm|MS|INDEF|GEN
(41:46:11)	l~iloEabiydi	 N	LEM:Eabod|ROOT:Ebd|MP|GEN
(41:47:1)	<ilayohi	P	LEM:<ilaY`
(41:47:2)	yurad~u	 V	IMPF|PASS|LEM:rad~a|ROOT:rdd|3MS
(41:47:3)	Eilomu	 N	LEM:Eilom|ROOT:Elm|M|NOM
(41:47:4)	{ls~aAEapi	 N	LEM:saAEap|ROOT:swE|F|GEN
(41:47:5)	wamaA	 NEG	LEM:maA
(41:47:6)	taxoruju	 V	IMPF|LEM:xaraja|ROOT:xrj|3FS
(41:47:7)	min	 P	LEM:min
(41:47:8)	vamara`tK	 N	LEM:vamara`t|ROOT:vmr|FP|INDEF|GEN
(41:47:9)	m~ino	 P	LEM:min
(41:47:10)	>akomaAmihaA	 N	LEM:>akomaAm|ROOT:kmm|MP|GEN
(41:47:11)	wamaA	 NEG	LEM:maA
(41:47:12)	taHomilu	 V	IMPF|LEM:Hamala|ROOT:Hml|3FS
(41:47:13)	mino	 P	LEM:min
(41:47:14)	>unvaY`	 N	LEM:>unvaY`|ROOT:Anv|F|GEN
(41:47:15)	walaA	 NEG	LEM:laA
(41:47:16)	taDaEu	 V	IMPF|LEM:waDaEa|ROOT:wDE|3FS
(41:47:17)	<il~aA	 RES	LEM:<il~aA
(41:47:18)	biEilomihi.	 N	LEM:Eilom|ROOT:Elm|M|GEN
(41:47:19)	wayawoma	 N	LEM:yawom|ROOT:ywm|M|ACC
(41:47:20)	yunaAdiyhimo	 V	IMPF|(III)|LEM:naAdaY`|ROOT:ndw|3MS
(41:47:21)	>ayona	 INTG	LEM:>ayon
(41:47:22)	$urakaA^'iY	 N	LEM:$ariyk|ROOT:$rk|MP|NOM
(41:47:23)	qaAluw^A@	 V	PERF|LEM:qaAla|ROOT:qwl|3MP
(41:47:24)	'aA*an~a`ka	 V	PERF|(IV)|LEM:'aA*an|ROOT:A*n|1P
(41:47:25)	maA	 NEG	LEM:maA
(41:47:26)	min~aA	 P	LEM:min
(41:47:27)	min	 P	LEM:min
(41:47:28)	$ahiydK	 N	LEM:$ahiyd|ROOT:$hd|MS|INDEF|GEN
(41:48:1)	waDal~a	V	PERF|LEM:Dal~a|ROOT:Dll|3MS
(41:48:2)	Eanohum	 P	LEM:Ean
(41:48:3)	m~aA	 REL	LEM:maA
(41:48:4)	kaAnuwA@	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(41:48:5)	yadoEuwna	 V	IMPF|LEM:daEaA|ROOT:dEw|3MP
(41:48:6)	min	 P	LEM:min
(41:48:7)	qabolu	 N	LEM:qabol|ROOT:qbl|GEN
(41:48:8)	waZan~uwA@	 V	PERF|LEM:Zan~a|ROOT:Znn|3MP
(41:48:9)	maA	 NEG	LEM:maA
(41:48:10)	lahum	 PRON	3MP
(41:48:11)	m~in	 P	LEM:min
(41:48:12)	m~aHiySK	 N	VN|LEM:m~aHiyS|ROOT:HyS|M|INDEF|GEN
(41:49:1)	l~aA	NEG	LEM:laA
(41:49:2)	yaso_#amu	 V	IMPF|LEM:yaso_#amu|ROOT:sAm|3MS
(41:49:3)	{lo<insa`nu	 N	LEM:<insa`n|ROOT:Ans|M|NOM
(41:49:4)	min	 P	LEM:min
(41:49:5)	duEaA^'i	 N	LEM:duEaA^'|ROOT:dEw|M|GEN
(41:49:6)	{loxayori	 ADJ	LEM:xayor|ROOT:xyr|MS|GEN
(41:49:7)	wa<in	 COND	LEM:<in
(41:49:8)	m~as~ahu	 V	PERF|LEM:mas~a|ROOT:mss|3MS
(41:49:9)	{l$~ar~u	 N	LEM:$ar~|ROOT:$rr|MS|NOM
(41:49:10)	faya_#uwsN	 N	LEM:ya_#uws|ROOT:yAs|MS|INDEF|NOM
(41:49:11)	qanuwTN	 N	LEM:qanuwT|ROOT:qnT|M|INDEF|NOM
(41:50:1)	wala}ino	COND	LEM:<in
(41:50:2)	>a*aqona`hu	 V	PERF|(IV)|LEM:>a*aAqa|ROOT:*wq|1P
(41:50:3)	raHomapF	 N	LEM:raHomap|ROOT:rHm|F|INDEF|ACC
(41:50:4)	m~in~aA	 P	LEM:min
(41:50:5)	min[	 P	LEM:min
(41:50:6)	baEodi	 N	LEM:baEod|ROOT:bEd|GEN
(41:50:7)	Dar~aA^'a	 N	LEM:Dar~aA^'|ROOT:Drr|F|ACC
(41:50:8)	mas~atohu	 V	PERF|LEM:mas~a|ROOT:mss|3FS
(41:50:9)	layaquwlan~a	 V	IMPF|LEM:qaAla|ROOT:qwl|3MS
(41:50:10)	ha`*aA	 DEM	LEM:ha`*aA|MS
(41:50:11)	liY	 PRON	1S
(41:50:12)	wamaA^	 NEG	LEM:maA
(41:50:13)	>aZun~u	 V	IMPF|LEM:Zan~a|ROOT:Znn|1S
(41:50:14)	{ls~aAEapa	 N	LEM:saAEap|ROOT:swE|F|ACC
(41:50:15)	qaA^}imapF	 N	ACT|PCPL|LEM:qaA^}imap|ROOT:qwm|F|INDEF|ACC
(41:50:16)	wala}in	 COND	LEM:<in
(41:50:17)	r~ujiEotu	 V	PERF|PASS|LEM:rajaEa|ROOT:rjE|1S
(41:50:18)	<ilaY`	 P	LEM:<ilaY`
(41:50:19)	rab~iY^	 N	LEM:rab~|ROOT:rbb|M|GEN
(41:50:20)	<in~a	 ACC	LEM:<in~|SP:<in~
(41:50:21)	liY	 PRON	1S
(41:50:22)	Eindahu,	 LOC	LEM:Eind|ROOT:End|ACC
(41:50:23)	laloHusonaY`	 N	LEM:HusonaY`|ROOT:Hsn|FS|NOM
(41:50:24)	falanunab~i}an~a	 V	IMPF|(II)|LEM:nab~a>a|ROOT:nbA|1P
(41:50:25)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(41:50:26)	kafaruwA@	 V	PERF|LEM:kafara|ROOT:kfr|3MP
(41:50:27)	bimaA	 REL	LEM:maA
(41:50:28)	EamiluwA@	 V	PERF|LEM:Eamila|ROOT:Eml|3MP
(41:50:29)	walanu*iyqan~ahum	 V	IMPF|(IV)|LEM:>a*aAqa|ROOT:*wq|1P
(41:50:30)	m~ino	 P	LEM:min
(41:50:31)	Ea*aAbK	 N	LEM:Ea*aAb|ROOT:E*b|M|INDEF|GEN
(41:50:32)	galiyZK	 ADJ	LEM:galiyZ|ROOT:glZ|MS|INDEF|GEN
(41:51:1)	wa<i*aA^	T	LEM:<i*aA
(41:51:2)	>anoEamonaA	 V	PERF|(IV)|LEM:>anoEama|ROOT:nEm|1P
(41:51:3)	EalaY	 P	LEM:EalaY`
(41:51:4)	{lo<insa`ni	 N	LEM:<insa`n|ROOT:Ans|M|GEN
(41:51:5)	>aEoraDa	 V	PERF|(IV)|LEM:>aEoraDa|ROOT:ErD|3MS
(41:51:6)	wana_#aA	 V	PERF|LEM:na_#aA|ROOT:nAy|3MS
(41:51:7)	bijaAnibihi.	 N	ACT|PCPL|LEM:jaAnib|ROOT:jnb|M|GEN
(41:51:8)	wa<i*aA	 T	LEM:<i*aA
(41:51:9)	mas~ahu	 V	PERF|LEM:mas~a|ROOT:mss|3MS
(41:51:10)	{l$~ar~u	 N	LEM:$ar~|ROOT:$rr|MS|NOM
(41:51:11)	fa*uw	 N	LEM:*uw|MS|NOM
(41:51:12)	duEaA^'K	 N	LEM:duEaA^'|ROOT:dEw|M|INDEF|GEN
(41:51:13)	EariyDK	 ADJ	LEM:EariyD|ROOT:ErD|MS|INDEF|GEN
(41:52:1)	qulo	V	IMPV|LEM:qaAla|ROOT:qwl|2MS
(41:52:2)	>ara'ayotumo	 V	PERF|LEM:ra'aA|ROOT:rAy|2MP
(41:52:3)	<in	 COND	LEM:<in
(41:52:4)	kaAna	 V	PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(41:52:5)	mino	 P	LEM:min
(41:52:6)	Eindi	 N	LEM:Eind|ROOT:End|GEN
(41:52:7)	{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(41:52:8)	vum~a	 CONJ	LEM:vum~
(41:52:9)	kafarotum	 V	PERF|LEM:kafara|ROOT:kfr|2MP
(41:52:10)	bihi.	 PRON	3MS
(41:52:11)	mano	 REL	LEM:man
(41:52:12)	>aDal~u	 N	LEM:>aDal~|ROOT:Dll|MS|NOM
(41:52:13)	mim~ano	 P	LEM:min
(41:52:14)	huwa	 PRON	3MS
(41:52:15)	fiY	 P	LEM:fiY
(41:52:16)	$iqaAqK]	 N	VN|(III)|LEM:$iqaAq|ROOT:$qq|M|INDEF|GEN
(41:52:17)	baEiydK	 ADJ	LEM:baEiyd|ROOT:bEd|MS|INDEF|GEN
(41:53:1)	sanuriyhimo	V	IMPF|(IV)|LEM:>arayo|ROOT:rAy|1P
(41:53:2)	'aAya`tinaA	 N	LEM:'aAyap|ROOT:Ayy|FP|GEN
(41:53:3)	fiY	 P	LEM:fiY
(41:53:4)	{lo'aAfaAqi	 N	LEM:>ufuq|ROOT:Afq|MP|GEN
(41:53:5)	wafiY^	 P	LEM:fiY
(41:53:6)	>anfusihimo	 N	LEM:nafos|ROOT:nfs|FP|GEN
(41:53:7)	Hat~aY`	 P	LEM:Hat~aY`
(41:53:8)	yatabay~ana	 V	IMPF|(V)|LEM:tabay~ana|ROOT:byn|3MS|MOOD:SUBJ
(41:53:9)	lahumo	 PRON	3MP
(41:53:10)	>an~ahu	 ACC	LEM:>an~|SP:<in~
(41:53:11)	{loHaq~u	 N	LEM:Haq~|ROOT:Hqq|M|NOM
(41:53:12)	>awalamo	 NEG	LEM:lam
(41:53:13)	yakofi	 V	IMPF|LEM:kafaY`|ROOT:kfy|3MS|MOOD:JUS
(41:53:14)	birab~ika	 N	LEM:rab~|ROOT:rbb|M|GEN
(41:53:15)	>an~ahu,	 ACC	LEM:>an~|SP:<in~
(41:53:16)	EalaY`	 P	LEM:EalaY`
(41:53:17)	kul~i	 N	LEM:kul~|ROOT:kll|M|GEN
(41:53:18)	$aYo'K	 N	LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
(41:53:19)	$ahiydN	 ADJ	LEM:$ahiyd|ROOT:$hd|MS|INDEF|NOM
(41:54:1)	>alaA^	INC	LEM:>alaA^
(41:54:2)	<in~ahumo	 ACC	LEM:<in~|SP:<in~
(41:54:3)	fiY	 P	LEM:fiY
(41:54:4)	miroyapK	 N	LEM:miroyap|ROOT:mry|F|INDEF|GEN
(41:54:5)	m~in	 P	LEM:min
(41:54:6)	l~iqaA^'i	 N	VN|(III)|LEM:liqaA^'|ROOT:lqy|M|GEN
(41:54:7)	rab~ihimo	 N	LEM:rab~|ROOT:rbb|M|GEN
(41:54:8)	>alaA^	 INC	LEM:>alaA^
(41:54:9)	<in~ahu,	 ACC	LEM:<in~|SP:<in~
(41:54:10)	bikul~i	 N	LEM:kul~|ROOT:kll|M|GEN
(41:54:11)	$aYo'K	 N	LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
(41:54:12)	m~uHiyTN[	 N	ACT|PCPL|(IV)|LEM:muHiyT|ROOT:HwT|M|INDEF|NOM
Hm^	Ha Meem.	INL
E^s^q^	Ayn Seen Qaaf.	INL
(42:3:1)	ka*a`lika	DEM	LEM:*a`lik|MS
(42:3:2)	yuwHiY^	 V	IMPF|(IV)|LEM:>awoHaY`^|ROOT:wHy|3MS
(42:3:3)	<ilayoka	 P	LEM:<ilaY`
(42:3:4)	wa<ilaY	 P	LEM:<ilaY`
(42:3:5)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(42:3:6)	min	 P	LEM:min
(42:3:7)	qabolika	 N	LEM:qabol|ROOT:qbl|GEN
(42:3:8)	{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(42:3:9)	{loEaziyzu	 ADJ	LEM:Eaziyz|ROOT:Ezz|MS|NOM
(42:3:10)	{loHakiymu	 ADJ	LEM:Hakiym|ROOT:Hkm|MS|NOM
(42:4:1)	lahu,	PRON	3MS
(42:4:2)	maA	 REL	LEM:maA
(42:4:3)	fiY	 P	LEM:fiY
(42:4:4)	{ls~ama`wa`ti	 N	LEM:samaA^'|ROOT:smw|FP|GEN
(42:4:5)	wamaA	 REL	LEM:maA
(42:4:6)	fiY	 P	LEM:fiY
(42:4:7)	{lo>aroDi	 N	LEM:>aroD|ROOT:ArD|F|GEN
(42:4:8)	wahuwa	 PRON	3MS
(42:4:9)	{loEaliY~u	 N	LEM:Ealiy~|ROOT:Elw|MS|NOM
(42:4:10)	{loEaZiymu	 ADJ	LEM:EaZiym|ROOT:EZm|MS|NOM
(42:5:1)	takaAdu	V	IMPF|LEM:kaAda|ROOT:kwd|SP:kaAd|3FS
(42:5:2)	{ls~ama`wa`tu	 N	LEM:samaA^'|ROOT:smw|FP|NOM
(42:5:3)	yatafaT~arona	 V	IMPF|LEM:faTara|ROOT:fTr|3FP
(42:5:4)	min	 P	LEM:min
(42:5:5)	fawoqihin~a	 N	LEM:fawoq|ROOT:fwq|M|GEN
(42:5:6)	wa{lomala`^}ikapu	 N	LEM:malak|ROOT:mlk|MP|NOM
(42:5:7)	yusab~iHuwna	 V	IMPF|(II)|LEM:sab~aHa|ROOT:sbH|3MP
(42:5:8)	biHamodi	 N	LEM:Hamod|ROOT:Hmd|M|GEN
(42:5:9)	rab~ihimo	 N	LEM:rab~|ROOT:rbb|M|GEN
(42:5:10)	wayasotagofiruwna	 V	IMPF|(X)|LEM:{sotagofara|ROOT:gfr|3MP
(42:5:11)	liman	 REL	LEM:man
